id,url,caption,video_path,caption_path,comment_path,n_comments,likes,shares,comments_count_from_page
7512191529105018119,https://www.tiktok.com/@laptopcu24h.com/video/7512191529105018119,"Dell latitude 7400 i7-8665U,ram 16G giá 8tr 🙂‍↔️#laptopgiatot #laptopsinhvien #laptopdep #laptophanoi #laptophanoi #xuhuong #latitude7400 #viral ",tiktok_data/videos/7512191529105018119.mp4,tiktok_data/captions/7512191529105018119.txt,tiktok_data/comments/7512191529105018119.txt,15,0,2010,0
7444784980653395220,https://www.tiktok.com/@ongchumacbook/video/7444784980653395220,Trả lời @mĩ diên 19 gòi 🥹 List Mac Air dưới 10 củ cho hội chị emm đâyy ạ. Nhỏ gọn tiện lợi và cân đủ mọi tác văn phòng luôn nha 😚 #macbookgiasi #hotrotragop #macbookair #macbook #laptopcu ,tiktok_data/videos/7444784980653395220.mp4,tiktok_data/captions/7444784980653395220.txt,tiktok_data/comments/7444784980653395220.txt,15,0,2707,0
7463508136381680914,https://www.tiktok.com/@laptopchill/video/7463508136381680914,Inspiron 5488 màu hồng laptop mới đón năm mới #laptop #Inspiron Vs Precision Laptop #reviewlaptop #laptopsinhvien #laptopvanphong #laptopgiare ,tiktok_data/videos/7463508136381680914.mp4,tiktok_data/captions/7463508136381680914.txt,tiktok_data/comments/7463508136381680914.txt,15,0,795,0
7532340288958811410,https://www.tiktok.com/@fptshop.official/video/7532340288958811410,"Các bạn HSSV mua laptop thì nhớ đến ""bên anh"" để được hưởng đặc quyền của mình nha! #fptshop #frtgr #learnontiktok #b2s #tanblingdinh #asus",tiktok_data/videos/7532340288958811410.mp4,tiktok_data/captions/7532340288958811410.txt,tiktok_data/comments/7532340288958811410.txt,2,0,12,0
7391350557128084754,https://www.tiktok.com/@hoangphat360.vn/video/7391350557128084754,"Chỉ 4,5 củ thôi, đố AE kiếm được 1 chiếc laptop đồ hoạ i7 màn hình lớn, lại còn có card rời như thế này #dellinspiron5620 #laptopgiare #hoangphat360 #learnontiktok ",tiktok_data/videos/7391350557128084754.mp4,tiktok_data/captions/7391350557128084754.txt,tiktok_data/comments/7391350557128084754.txt,15,0,1615,0
